address,website,email,headMasterName,respName,estdYear,boardSec,boardHighSec,boardSecName,boardHighSecName,recogYearPri,recogYearUpr,recogYearSec,recogYearHsec,cwsnSchYn,cwsnSchYnDesc,shiftSchYn,shiftSchYnDesc,resiSchYn,resiSchDesc,resiSchTypeName,resiSchTypeId,schPhone,mediumOfInstrName1,mediumOfInstrName2,mediumOfInstrName3,mediumOfInstrName4,mediumOfInstrId1,mediumOfInstrId2,mediumOfInstrId3,mediumOfInstrId4,minorityYn,minorityYnDesc,anganwadiYn,anganwadiYnDesc,anganwadiStuB,anganwadiStuG,anganwadiTchTrained,cceYn,cceYnDesc,instructionalDays,noInspect,noVisitCrc,noVisitBrc,noVisitDis,smcYn,smcYnDesc,smdcYn,smdcYnDesc,approachRoadYnDesc,smdcSmcSameYnDesc,txtbkPriYnDesc,txtbkUprYnDesc,txtbkSecYnDesc,txtbkHsecYnDesc,spltrgYnDesc,suppMatRecdYnDesc,approachRoadYn,ppSecYN,ppSecDesc,schoolId,yearId,yearDesc,stateId,districtId,districtName,blockId,blockName,schoolName
BAHADURGANJ DAHGAONKHARI TOLA ,,dharmendrasingh1431@gmail.com,DHARMENDRA PRASAD SINGH,DHARMENDRA SINGH,2010,0,0,NA,NA,2010,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2414209,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS KHARITOLA DAHGAON
"VILL-BAIGANA, PS-BAIGANA, BLOCK-TEHRA GACHH",,maskuralam3625@gmail.com,MD MASHKUR ALAM ,MD MASHKUR ALAM,2007,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,240,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2476754,10,2023-24,110,2008,KISHANGANJ,20096,TERHA GACHH,PS MUSHARI TOLA BAJRADANGA
AT-CHOROGADDI PO-CHHATTARGACHH PS-POTHIA DIST-KISHANGANJ,,umschorogaddipothia@gmail.com,NAZERUL HAQUE,NAZERUL HAQUE,2001,0,0,NA,NA,2001,2011,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,241,6,2,3,1,1,1-Yes,9,NA,2-No,,,,,,,,2,2,2-No,2463831,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,UMS   CHORO GADDI BEP
JULJULI  WARD NO 33 KISHANGANJ,,10082103101@gmail.com,MD JAMIL AKHTER ANSARI,MD JAMIL AKHTER ANSARI,1968,0,0,NA,NA,1968,2014,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,2,2-No,0,0,9,1,1-Yes,241,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2420864,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,U.M.S. JULJULI
"At-Gainbasti,Po-Tulsia,Block-Dighalbank,District-Kishanganj,Bihar,855101",,psdargahdahibhat@gmail.com,KUMARI MIRA RANI,ASHOKANAND RAJAK,1955,0,0,NA,NA,1955,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,242,10,0,10,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2445419,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS DARGAH DAHIBHAT
KHARRA BELBARI KUWARI,,,MD MAZHAB ALAM,MD MAZHAB ALAM,2010,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,2,2-No,0,0,9,2,2-No,240,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2444710,10,2023-24,110,2008,KISHANGANJ,20096,TERHA GACHH,NPS KHARRA
"At-Lohagara,Panchayat-Lohagara,Block-Dighalbank,District-Kishanganj, Bihar,855101",,umslohagara1965@gmail.com,RAJ KUMAR DAS,RAJ KUMAR DAS,1962,0,0,NA,NA,1962,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,221,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2456534,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS LOHAGARA
at-nagari parbha dhanpatganj kochadhaman,,10082710301@gmail.com,RAJU KUMAR BOSAK,RAJU KUMAR BOSAK,1937,0,0,NA,NA,1937,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,250,24,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2422224,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS NAGRI PRABHA
AT-CHUNAMARI PO-MOUDHO VIA-SONTHA KOCHADHAMAN,,10082711301@GMAIL.COM,MAQUSOOD ALAM,MAQUSOOD ALAM,1962,0,0,NA,NA,1962,2006,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,250,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2488908,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS CHUNA MARI
UMS JURAIL DAHGAON Po BHATABARI BAHADURGANJ KISHANGANJ,,umsjurail10082600202@gmail.com,MD ANZARUL ISLAM,MD ANZARUL ISLAM,1964,0,0,NA,NA,1964,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,19-English,18-Urdu,NA,4,19,18,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2453695,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,U M S JURAIL DAHGAON
BAHADURGANJ KUMHAR TOLI ,,umslohiakandar1980@gmail.com,MD AQUIL AKHTER,MD AQUIL AKHTER,1980,0,0,NA,NA,1980,2011,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,NA,NA,4,18,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,0,0,0,1,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2479964,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS LOHIA KANDAR
NPS KHATTABASHTI LALPANI ,,,SANJAY KUMAR SINGH,SANJAY KUMAR SINGH,2008,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,240,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2455047,10,2023-24,110,2008,KISHANGANJ,20096,TERHA GACHH,NPS KHATTABASHTI LALPANI
"At-Dargah Kanchanbari,Panchayat-Lohagara,Block-Dighalbank,District-Kishanganj,Bihar,855101",,psdargahkanchanbari@gmail.com,JANKI DEVI,JANKI DEVI,2006,0,0,NA,NA,2006,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,242,8,0,8,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2414969,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS DARGAH KANCHANBARI
at-narkalai hat mohara ,,10082702401@gmail.com,istiyaque alam,iastiyaque alam,1982,0,0,NA,NA,1982,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,NA,NA,4,18,0,0,2,2-No,2,2-No,0,0,9,2,2-No,250,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2421017,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS NAR KALI HAT
BAHADURGANJ KATHAL BARI ,,,SATTO LAL YADAV,SATTO LAL YADAV,2001,0,0,NA,NA,2001,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2410211,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,U M S CHUNIMARIDALA   (BEP)
AT-KACHAKHUA PO-KOIMARI VIA-TAIYABPUR DIST-KISHANGANJ,,,IZHAR AHMAD ANSARI,IZHAR AHMAD ANSARI,1974,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,240,18,12,4,2,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2416893,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,UMS  KACCHA KHUA
VILL-MADANGANJ PO-MIRZAPUR PS-POTHIA DIST-KISHANGANJ,,umsmadanganjmirzapur3301@gmail.com,BHARAT LAL SINGH ,BHARAT LAL SINGH,1960,0,0,NA,NA,1960,2010,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,241,56,36,15,5,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2472901,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,UMS   MADAN GANJ MIRJAPUR
BAHADURGANJ RAHMANGANJ ,,,MD MUNAZIR,MD MUNAZIR,2012,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2471812,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,N.P.S KHATTA TOLI JHILJHI
BAHADURGANJ ALTABARI ,,,MD NADEEM ANWER,MD NADEEM ANWER,1952,0,0,NA,NA,1952,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,240,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2437157,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS DARNIYA HAT
PS NAYATOLA BIBIGTANJ,,arunpandit197k@gmail.com,ARUN KUMAR PANDIT,ARUN KUMAR PANDIT,2007,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,242,20,6,12,2,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2443805,10,2023-24,110,2008,KISHANGANJ,20096,TERHA GACHH,P S NAYATOLA BIBIGANJ
AT-CHURAKUTTI PO-GANGHI HAT,,,JAY PRAKASH THKUR,jay prakash thakur,1977,0,0,NA,NA,1977,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,241,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2432870,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS CHURA KUTTI
chhaital thakurganj kishanganj,,umskachudah855716@gmail.com,BRAJESH KUMAR SINGH,BRAJESH KUMARA SINGH,2006,0,0,NA,NA,2006,2011,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,241,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2473408,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS KACHCHUDAH
TEOSA WARD NO 12 KISHANGANJ,,10082109401@gmail.com,PANKAJ KUMAR YADAV,PANKAJ KUMAR YADAV,2011,0,0,NA,NA,2011,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,1,1-Yes,0,0,1,2,2-No,1,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2435661,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,PS DEALAR SULEMAN TOLA TEOSA
Madagachhi Rasia Bharat pur thaklurganj kishanganj,,umsmadargachhi123@gmail.com,BABLI KUMARI,BABLI KUMARI,2007,0,0,NA,NA,2007,2010,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,240,12,0,10,5,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2479226,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS MADARGACHHI
AT-KHIKHIR TOLA PO-GHANGHI HAT ,,,BIBI SHAHAR BANO,BIBI SHAHAR BANO,2008,0,0,NA,NA,2008,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,10,2,6,2,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2487758,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS KHIKHIRTOLA
PS DEHUTA DEHUTA MAHINGAOW KISHANGANJ,,mokhtarmahdi12786@gmail.com,MD MUKHYAR MEHIND,MD MUKHTAR MEHINDI,2005,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,1,1-Yes,0,0,1,2,2-No,1,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2455813,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,PS DEHUTA
KHELABHITA THAKURGANJ KISHANGANJ,,npskhelabhita@gmail.com,MD MAHMOOD ALAM,MD MAHMOOD ALAM,2011,0,0,NA,NA,2011,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,241,1,0,2,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2462512,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS KHELABHITA
at-najir tola gauramani gangi hat ,,shukdevmurmu064@gmail.com,SHUKDEV MURMU,SHUKDEV MURMU,2007,0,0,NA,NA,2007,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,250,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2446779,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS NAZIRTOLA GORAMANI
ums churligurli po piprithaan kurlilot thakurganj kishanganj,,sandhatkg73@gmail.com,SURYA NARAYAN YADAW,SURYA NARAYAN YADAV,1962,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,245,44,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2441413,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS CHURLI GURI
AT-KACHKACHIPARA PO-KOIMARI PS-POTHIA,,,MD NAIYAR  ALAM,MD NAIYAR ALAM,1952,0,0,NA,NA,1952,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,240,15,10,3,2,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2475010,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,U.M.S KACHKACHI PARA
BAHADURGANJ MAHADEO DIGHI ,,,SHARWAN KUMAR SINGH ,SHARWAN KUMAR SINGH,1954,0,0,NA,NA,1954,2010,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,19-English,NA,NA,4,19,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2473856,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS MAHADEV DIGHI
Nejagachh Besarbati thakurganj kishanganj,,psnejagachh@gmail.com,AMRIT LAL GANESH,AMRIT LAL GANESH,2007,0,0,NA,NA,2007,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,12,6,6,1,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2485340,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,PS NEJAGACHH
AT-MOHAMMADPUR KOCHADHAMAN,,10082701401@GMAIL.COM,DULAL KUMAR SINHA,DULAL KUMAR SINHA,1949,0,0,NA,NA,1949,2006,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,250,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2426417,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS MAHAMMADPUR
at-kalanagin alta hat kochadhaman,,10082705401@gmail.com,NAGESHWAR PASWAN,NAGESHWAR PASWAN,1977,0,0,NA,NA,2011,2011,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,1,1-Yes,20,20,1,1,1-Yes,241,5,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2414885,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS KALANAGIN
BAHADURGANJ  KHODAGANJ  DABAR ,,,MD SADIQUE ALAM,MD SADIQUE ALAM,1958,0,0,NA,NA,1958,2011,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,1,1-Yes,18,19,2,1,1-Yes,241,1,12,12,1,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2456538,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS DABAR
PS DENGA PO-MOUDHO KOCHADHAMAN,,,NOORI TARANA BEGAM,NOORI TARANA BEGAM,1971,0,0,NA,NA,1971,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,10,10,8,2,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2468125,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS DENGA
KHOKO BASTI THAKURGANJ KISHANGANJ,,npskhokobasti143@gmail.com,CHANDR BHUSHAN SINGH,CHANDAR BHUSHAN,2012,0,0,NA,NA,,,,,2,2-No,1,1-Yes,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,250,12,12,3,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2432861,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS KHOKO BASTI
"Nepal Garh Colony, Kishanganj",,dasboby205@gmail.com,BOBBY DAS,BOBBY DAS,1975,0,0,NA,NA,2011,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,19-English,2-Bengali,NA,4,19,2,0,2,2-No,1,1-Yes,0,0,1,2,2-No,1,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2453513,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,PS NEPALGARH COLONY
AT-KALASINGHIA PO.PS-PAHARKATTA DIST-KISHANGANJ,,umskalasinghia@gmail.com,RAJ KUMAR RAY,RAJ KUMAR RAY,1949,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,242,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2432859,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,UMS  KALA SINGHIA
BAHADURGANJ DHIMTOLA ,,,MD ANJARUL LSLAM,MD ANJARUL LSLAM,2006,0,0,NA,NA,2006,2011,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,19-English,NA,NA,4,19,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,241,14,8,6,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2480661,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS DAHGAON WARD NO. 10
"AT- MAHESH BATHANA, PO GACHHPARA, KISHANGANJ",,umsmaheshbathna@gmail.com,MD ZAHOOR ALAM NOMANI,MD ZAHOOR ALAM NOMANI,1955,0,0,NA,NA,1955,2011,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,2,2-No,0,0,9,1,1-Yes,240,8,0,5,1,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2423754,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS MAHESH BATHANA
Khuniyabhita thakurganj kishanganj,,npskhuniyabhitta@gmail.com,MONALISHA,MONALISHA,2010,0,0,NA,NA,2010,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,1,1-Yes,0,0,1,2,2-No,241,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2483999,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS KHUNIYABHITA
PS DEORI PO MATIYARI PS TERHAGACHH,,psdeori3202@gmail.com,KASAL KUMAR YADAV,KOSAL KUMAR YADAV,2000,0,0,NA,NA,2000,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,240,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2454787,10,2023-24,110,2008,KISHANGANJ,20096,TERHA GACHH,PS DEORI
BAHADURGANJ DAHGAON BANS BARI ,,,RAJENDRA LAL RAM,RAJENDRA LAL RAM,1962,0,0,NA,NA,1962,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,0,0,0,0,2,2-No,9,NA,2-No,,,,,,,,2,2,2-No,2455060,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS DAHGOAN BANSBARI
BAHADURGANJ  NODHIYA TOLI  ,,npsnodhiyatoli@gmail.com,MOSARRAT AZMI,MOSARRAT AZMI,2006,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,2,2-No,0,0,9,1,1-Yes,249,12,7,3,2,1,1-Yes,9,NA,2-No,,,,,,,,2,2,2-No,2446163,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS NODHIYATOLI
AT-MAHIYAR PUR KANHAIYABARI ,,,MUNNI KUMARI,MUNNI KUARI,1971,0,0,NA,NA,1971,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,250,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2479965,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS MAHIYAR PUR
GRAM- DAULA POST- MANORA KISHANGANJ,,10082105602@gmail.com,MANZARE ISLAM,MANZARE ISLAM,2006,0,0,NA,NA,2006,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,2,2-No,0,0,9,2,2-No,1,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2413385,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS KALIBARI DAULA
DEORI KHASH SUHIYA RAHMATPUR,,,MD IMRAM,MD IMRAM,2007,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,240,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2433620,10,2023-24,110,2008,KISHANGANJ,20096,TERHA GACHH,PS DEORIKHAS
Kochvitha Rudhisa thakurganj kishanganj,,NPSKOCHVITHA@gmail.com,MD RAQEEB ALAM,MD RAQEEB ALAM,2006,0,0,NA,NA,2006,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,220,25,22,12,6,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2449393,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS KOACHVITHA
PS NUNIA TOLI MAHINGAON kISHANGANJ,,10082103401@GMAIL.COM,HARIHAR PRASAD SHARMA,HARI HAR PRASAD SHARMA,1980,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,NA,NA,4,18,0,0,2,2-No,1,1-Yes,0,0,1,2,2-No,1,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2410197,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,PS NUNIA TOLI
"At-Dahibhat Kala,Po-Tulsia,Ps-Dighalbank,Block-Dighalbank,District-Kishanganj,Bihar,855101",,umsdahibhatkala5801@gmail.com,MANOHAR PRASAD GANESH,MANOHAR PRASAD GANESH,1949,0,0,NA,NA,1949,2006,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,242,11,0,11,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2479959,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS DAHI BHAT KALA
AT-MAHSHANGANO KOCHADHAMAN,,imtyazfaisalkne@gmail.com,IMTIYAZ FAISAL,IMTIYAZ FAISAL,1971,0,0,NA,NA,1971,2010,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,242,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2478494,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS MAHSAN GOWN
